169;tile X13Y01;-50;-40.0029761905;55.0029761905;65;X13Y01;100;4323170
170;tile X19Y03;10;19.9970238095;35.0029761905;45;X19Y03;100;4210244
171;tile X21Y00;30;39.9970238095;65.0029761905;75;X21Y00;100;4167844
172;tile X10Y11;-80;-70.0029761905;-44.9970238095;-35;X10Y11;100;4102195
173;tile X14Y08;-40;-30.0029761905;-14.9970238095;-5;X14Y08;100;3970389
174;tile X13Y07;-50;-40.0029761905;-4.99702380952;5;X13Y07;100;3954584
175;tile X05Y03;-130;-120.00297619;35.0029761905;45;X05Y03;100;3889022
176;tile X22Y07;40;49.9970238095;-4.99702380952;5;X22Y07;100;3883794
177;tile X12Y02;-60;-50.0029761905;45.0029761905;55;X12Y02;100;3603770
178;tile X19Y10;10;19.9970238095;-34.9970238095;-25;X19Y10;100;3519598
179;tile X19Y00;10;19.9970238095;65.0029761905;75;X19Y00;100;3519045
180;tile X35Y01;170;179.99702381;55.0029761905;65;X35Y01;100;3495223
181;tile X01Y01;-170;-160.00297619;55.0029761905;65;X01Y01;100;3421608
182;tile X31Y08;130;139.99702381;-14.9970238095;-5;X31Y08;100;3384765
183;tile X25Y06;70;79.9970238095;5.00297619048;15;X25Y06;100;3370207
184;tile X11Y00;-70;-60.0029761905;65.0029761905;75;X11Y00;100;3307916
185;tile X18Y01;0;9.99702380952;55.0029761905;65;X18Y01;100;3279495
186;tile X09Y06;-90;-80.0029761905;5.00297619048;15;X09Y06;100;3204149
187;tile X33Y10;150;159.99702381;-34.9970238095;-25;X33Y10;100;3143536
188;tile X11Y12;-70;-60.0029761905;-54.9970238095;-45;X11Y12;100;3052578
189;tile X29Y09;110;119.99702381;-24.9970238095;-15;X29Y09;100;3044499
190;tile X01Y00;-170;-160.00297619;65.0029761905;75;X01Y00;100;3006908
191;tile X31Y07;130;139.99702381;-4.99702380952;5;X31Y07;100;2926172
192;tile X31Y03;130;139.99702381;35.0029761905;45;X31Y03;100;2913321
193;tile X30Y06;120;129.99702381;5.00297619048;15;X30Y06;100;2910830
194;tile X22Y00;40;49.9970238095;65.0029761905;75;X22Y00;100;2880001
195;tile X00Y00;-180;-170.00297619;65.0029761905;75;X00Y00;100;2832235
196;tile X29Y05;110;119.99702381;15.0029761905;25;X29Y05;100;2818594
197;tile X09Y05;-90;-80.0029761905;15.0029761905;25;X09Y05;100;2811655
198;tile X35Y11;170;179.99702381;-44.9970238095;-35;X35Y11;100;2689977
199;tile X30Y07;120;129.99702381;-4.99702380952;5;X30Y07;100;2518202
200;tile X09Y01;-90;-80.0029761905;55.0029761905;65;X09Y01;100;2222962
201;tile X32Y03;140;149.99702381;35.0029761905;45;X32Y03;100;2083515
202;tile X10Y05;-80;-70.0029761905;15.0029761905;25;X10Y05;100;2064585
